id,product,category,region,quantity,unit_price,amount,sale_date
819,모니터,주변기기,서울,4,817725.0,3270900.0,2024-03-29 00:00:00
820,스마트폰,가전,서울,1,273159.0,273159.0,2024-03-30 00:00:00
821,태블릿,주변기기,인천,7,160435.0,1123045.0,2024-03-31 00:00:00
1156,카메라,가전,인천,16,514648.0,8234368.0,2024-03-01 00:00:00
1157,태블릿,주변기기,대구,6,852392.0,5114352.0,2024-03-02 00:00:00
1158,스캐너,주변기기,부산,15,332214.0,4983210.0,2024-03-03 00:00:00
1159,스마트폰,주변기기,인천,16,629100.0,10065600.0,2024-03-04 00:00:00
1160,스마트폰,전자제품,부산,18,949014.0,17082252.0,2024-03-05 00:00:00
1161,헤드폰,전자제품,인천,3,928539.0,2785617.0,2024-03-06 00:00:00
1162,마우스,주변기기,인천,2,464864.0,929728.0,2024-03-07 00:00:00
1163,키보드,주변기기,인천,1,816868.0,816868.0,2024-03-08 00:00:00
1164,태블릿,주변기기,대구,3,975777.0,2927331.0,2024-03-09 00:00:00
1165,헤드폰,주변기기,대구,6,384671.0,2308026.0,2024-03-10 00:00:00
1166,프린터,주변기기,인천,4,672104.0,2688416.0,2024-03-11 00:00:00
1167,스마트폰,가전,대구,11,21432.0,235752.0,2024-03-12 00:00:00
1168,모니터,가전,서울,5,32522.0,162610.0,2024-03-13 00:00:00
1169,카메라,전자제품,대구,9,979371.0,8814339.0,2024-03-14 00:00:00
1170,노트북,주변기기,서울,7,128557.0,899899.0,2024-03-15 00:00:00
1171,스캐너,전자제품,대구,4,834501.0,3338004.0,2024-03-16 00:00:00
1172,카메라,가전,부산,2,795628.0,1591256.0,2024-03-17 00:00:00
1173,카메라,가전,대구,2,796797.0,1593594.0,2024-03-18 00:00:00
1174,태블릿,주변기기,부산,20,850982.0,17019640.0,2024-03-19 00:00:00
1175,모니터,주변기기,부산,15,797702.0,11965530.0,2024-03-20 00:00:00
1176,카메라,주변기기,광주,19,90723.0,1723737.0,2024-03-21 00:00:00
1177,프린터,전자제품,인천,18,133669.0,2406042.0,2024-03-22 00:00:00
1178,스마트폰,가전,인천,17,925878.0,15739926.0,2024-03-23 00:00:00
1179,프린터,주변기기,부산,19,203468.0,3865892.0,2024-03-24 00:00:00
1180,카메라,전자제품,광주,16,365129.0,5842064.0,2024-03-25 00:00:00
1181,노트북,가전,인천,15,200397.0,3005955.0,2024-03-26 00:00:00
1182,스마트폰,가전,광주,4,123030.0,492120.0,2024-03-27 00:00:00
1183,카메라,주변기기,서울,5,545380.0,2726900.0,2024-03-28 00:00:00
1184,프린터,전자제품,대구,10,188669.0,1886690.0,2024-03-29 00:00:00
1185,키보드,가전,대구,1,738222.0,738222.0,2024-03-30 00:00:00
1186,프린터,전자제품,인천,16,73117.0,1169872.0,2024-03-31 00:00:00
1521,스마트폰,전자제품,서울,2,437823.0,875646.0,2024-03-01 00:00:00
1522,태블릿,가전,인천,20,936665.0,18733300.0,2024-03-02 00:00:00
1523,카메라,주변기기,부산,3,450504.0,1351512.0,2024-03-03 00:00:00
1524,스마트폰,주변기기,광주,5,325203.0,1626015.0,2024-03-04 00:00:00
1525,모니터,주변기기,인천,7,647641.0,4533487.0,2024-03-05 00:00:00
1526,헤드폰,주변기기,서울,11,761034.0,8371374.0,2024-03-06 00:00:00
1527,헤드폰,주변기기,광주,3,749412.0,2248236.0,2024-03-07 00:00:00
1528,모니터,주변기기,부산,1,613546.0,613546.0,2024-03-08 00:00:00
1529,노트북,주변기기,광주,16,465324.0,7445184.0,2024-03-09 00:00:00
1530,프린터,주변기기,부산,5,978102.0,4890510.0,2024-03-10 00:00:00
1531,카메라,주변기기,대구,7,298188.0,2087316.0,2024-03-11 00:00:00
1532,마우스,가전,광주,18,145211.0,2613798.0,2024-03-12 00:00:00
1533,헤드폰,전자제품,부산,3,855171.0,2565513.0,2024-03-13 00:00:00
1534,카메라,주변기기,대구,14,237498.0,3324972.0,2024-03-14 00:00:00
1535,스캐너,가전,인천,15,712981.0,10694715.0,2024-03-15 00:00:00
1536,모니터,전자제품,대구,1,469060.0,469060.0,2024-03-16 00:00:00
1537,카메라,주변기기,인천,12,596665.0,7159980.0,2024-03-17 00:00:00
1538,스마트폰,전자제품,인천,14,243092.0,3403288.0,2024-03-18 00:00:00
1539,스마트폰,전자제품,인천,6,526801.0,3160806.0,2024-03-19 00:00:00
1540,스마트폰,주변기기,서울,2,366622.0,733244.0,2024-03-20 00:00:00
1541,헤드폰,주변기기,광주,8,817275.0,6538200.0,2024-03-21 00:00:00
1542,프린터,주변기기,부산,13,164863.0,2143219.0,2024-03-22 00:00:00
1543,마우스,전자제품,인천,13,86466.0,1124058.0,2024-03-23 00:00:00
1544,카메라,주변기기,부산,19,554001.0,10526019.0,2024-03-24 00:00:00
1545,마우스,가전,부산,11,181691.0,1998601.0,2024-03-25 00:00:00
1546,카메라,주변기기,인천,1,381565.0,381565.0,2024-03-26 00:00:00
1547,스마트폰,주변기기,광주,9,977475.0,8797275.0,2024-03-27 00:00:00
1548,모니터,주변기기,부산,1,116885.0,116885.0,2024-03-28 00:00:00
1549,모니터,주변기기,부산,17,269056.0,4573952.0,2024-03-29 00:00:00
1550,모니터,주변기기,부산,6,741142.0,4446852.0,2024-03-30 00:00:00
1551,태블릿,가전,대구,7,270900.0,1896300.0,2024-03-31 00:00:00
