id,product,category,region,quantity,unit_price,amount,sale_date
1473,프린터,전자제품,부산,8,212689.0,1701512.0,2024-01-13 00:00:00
1474,키보드,가전,부산,3,250661.0,751983.0,2024-01-14 00:00:00
1475,프린터,가전,부산,6,564966.0,3389796.0,2024-01-15 00:00:00
1476,태블릿,주변기기,인천,5,88690.0,443450.0,2024-01-16 00:00:00
1477,마우스,가전,인천,2,375080.0,750160.0,2024-01-17 00:00:00
1478,태블릿,주변기기,부산,3,917406.0,2752218.0,2024-01-18 00:00:00
1479,노트북,주변기기,대구,17,19080.0,324360.0,2024-01-19 00:00:00
1480,마우스,가전,서울,18,34520.0,621360.0,2024-01-20 00:00:00
1481,마우스,주변기기,광주,11,96726.0,1063986.0,2024-01-21 00:00:00
1482,키보드,주변기기,광주,1,584698.0,584698.0,2024-01-22 00:00:00
1483,키보드,전자제품,부산,15,803961.0,12059415.0,2024-01-23 00:00:00
1484,헤드폰,주변기기,서울,15,559631.0,8394465.0,2024-01-24 00:00:00
1485,스캐너,주변기기,부산,6,167273.0,1003638.0,2024-01-25 00:00:00
1486,스캐너,주변기기,부산,2,747409.0,1494818.0,2024-01-26 00:00:00
1487,태블릿,주변기기,대구,20,497870.0,9957400.0,2024-01-27 00:00:00
1488,프린터,전자제품,광주,4,49846.0,199384.0,2024-01-28 00:00:00
1489,스캐너,가전,부산,13,232977.0,3028701.0,2024-01-29 00:00:00
1490,카메라,전자제품,부산,6,530988.0,3185928.0,2024-01-30 00:00:00
1491,모니터,주변기기,인천,14,705773.0,9880822.0,2024-01-31 00:00:00
