id,product,category,region,quantity,unit_price,amount,sale_date
138,모니터,전자제품,인천,14,112076.0,1569064.0,2024-05-17 00:00:00
139,노트북,주변기기,인천,18,475715.0,8562870.0,2024-05-18 00:00:00
140,헤드폰,주변기기,부산,18,64713.0,1164834.0,2024-05-19 00:00:00
141,키보드,주변기기,인천,14,840215.0,11763010.0,2024-05-20 00:00:00
142,스마트폰,가전,대구,12,661098.0,7933176.0,2024-05-21 00:00:00
143,키보드,주변기기,부산,6,473552.0,2841312.0,2024-05-22 00:00:00
144,마우스,가전,대구,12,113166.0,1357992.0,2024-05-23 00:00:00
145,카메라,전자제품,인천,10,446901.0,4469010.0,2024-05-24 00:00:00
146,프린터,가전,부산,13,931460.0,12108980.0,2024-05-25 00:00:00
147,헤드폰,전자제품,인천,15,151912.0,2278680.0,2024-05-26 00:00:00
148,마우스,주변기기,대구,15,640968.0,9614520.0,2024-05-27 00:00:00
149,태블릿,가전,대구,3,521262.0,1563786.0,2024-05-28 00:00:00
150,마우스,전자제품,대구,18,464588.0,8362584.0,2024-05-29 00:00:00
151,카메라,주변기기,인천,8,469100.0,3752800.0,2024-05-30 00:00:00
152,키보드,가전,광주,10,516400.0,5164000.0,2024-05-31 00:00:00
153,태블릿,가전,부산,11,118762.0,1306382.0,2024-06-01 00:00:00
154,모니터,주변기기,부산,3,716774.0,2150322.0,2024-06-02 00:00:00
155,스캐너,주변기기,대구,10,21581.0,215810.0,2024-06-03 00:00:00
156,헤드폰,가전,부산,4,243298.0,973192.0,2024-06-04 00:00:00
157,프린터,주변기기,인천,15,78377.0,1175655.0,2024-06-05 00:00:00
158,프린터,주변기기,부산,1,178639.0,178639.0,2024-06-06 00:00:00
159,카메라,가전,부산,14,817062.0,11438868.0,2024-06-07 00:00:00
160,키보드,주변기기,부산,11,883620.0,9719820.0,2024-06-08 00:00:00
161,카메라,가전,서울,7,477416.0,3341912.0,2024-06-09 00:00:00
162,키보드,전자제품,인천,8,27081.0,216648.0,2024-06-10 00:00:00
163,모니터,가전,부산,4,114935.0,459740.0,2024-06-11 00:00:00
164,프린터,주변기기,대구,9,564612.0,5081508.0,2024-06-12 00:00:00
165,모니터,주변기기,대구,3,612993.0,1838979.0,2024-06-13 00:00:00
166,키보드,전자제품,광주,14,285436.0,3996104.0,2024-06-14 00:00:00
167,노트북,주변기기,인천,19,571209.0,10852971.0,2024-06-15 00:00:00
168,헤드폰,주변기기,대구,15,725296.0,10879440.0,2024-06-16 00:00:00
169,모니터,주변기기,인천,6,56522.0,339132.0,2024-06-17 00:00:00
170,마우스,주변기기,대구,7,719974.0,5039818.0,2024-06-18 00:00:00
171,모니터,주변기기,인천,7,781112.0,5467784.0,2024-06-19 00:00:00
172,모니터,전자제품,인천,10,747022.0,7470220.0,2024-06-20 00:00:00
173,노트북,주변기기,대구,18,646618.0,11639124.0,2024-06-21 00:00:00
174,모니터,주변기기,부산,17,262097.0,4455649.0,2024-06-22 00:00:00
175,카메라,주변기기,대구,8,341121.0,2728968.0,2024-06-23 00:00:00
176,프린터,주변기기,서울,17,890608.0,15140336.0,2024-06-24 00:00:00
177,모니터,주변기기,광주,5,563270.0,2816350.0,2024-06-25 00:00:00
178,태블릿,주변기기,광주,9,587093.0,5283837.0,2024-06-26 00:00:00
179,카메라,가전,인천,17,696080.0,11833360.0,2024-06-27 00:00:00
180,키보드,주변기기,부산,15,640099.0,9601485.0,2024-06-28 00:00:00
181,프린터,주변기기,인천,13,416718.0,5417334.0,2024-06-29 00:00:00
182,프린터,주변기기,대구,6,178715.0,1072290.0,2024-06-30 00:00:00
183,태블릿,주변기기,대구,14,139607.0,1954498.0,2024-07-01 00:00:00
184,프린터,가전,인천,7,437482.0,3062374.0,2024-07-02 00:00:00
185,카메라,주변기기,부산,14,135819.0,1901466.0,2024-07-03 00:00:00
186,헤드폰,주변기기,인천,7,535031.0,3745217.0,2024-07-04 00:00:00
187,모니터,주변기기,인천,18,256869.0,4623642.0,2024-07-05 00:00:00
188,키보드,전자제품,광주,18,500479.0,9008622.0,2024-07-06 00:00:00
189,마우스,가전,부산,15,587395.0,8810925.0,2024-07-07 00:00:00
190,카메라,주변기기,부산,15,663606.0,9954090.0,2024-07-08 00:00:00
191,노트북,가전,부산,16,922622.0,14761952.0,2024-07-09 00:00:00
192,프린터,주변기기,부산,1,105647.0,105647.0,2024-07-10 00:00:00
193,키보드,주변기기,대구,14,447846.0,6269844.0,2024-07-11 00:00:00
194,스캐너,주변기기,부산,2,547748.0,1095496.0,2024-07-12 00:00:00
195,마우스,전자제품,부산,4,401436.0,1605744.0,2024-07-13 00:00:00
196,카메라,주변기기,부산,4,15345.0,61380.0,2024-07-14 00:00:00
197,모니터,가전,인천,8,825843.0,6606744.0,2024-07-15 00:00:00
198,키보드,주변기기,서울,15,759783.0,11396745.0,2024-07-16 00:00:00
199,카메라,주변기기,부산,14,983897.0,13774558.0,2024-07-17 00:00:00
200,카메라,가전,인천,2,934394.0,1868788.0,2024-07-18 00:00:00
201,태블릿,가전,광주,9,148512.0,1336608.0,2024-07-19 00:00:00
202,프린터,주변기기,인천,10,651269.0,6512690.0,2024-07-20 00:00:00
203,태블릿,주변기기,대구,11,383219.0,4215409.0,2024-07-21 00:00:00
204,모니터,전자제품,대구,7,329372.0,2305604.0,2024-07-22 00:00:00
205,카메라,주변기기,서울,15,901777.0,13526655.0,2024-07-23 00:00:00
206,스마트폰,가전,부산,17,282768.0,4807056.0,2024-07-24 00:00:00
207,태블릿,주변기기,대구,10,53535.0,535350.0,2024-07-25 00:00:00
208,스마트폰,주변기기,대구,6,473967.0,2843802.0,2024-07-26 00:00:00
209,태블릿,주변기기,광주,19,336894.0,6400986.0,2024-07-27 00:00:00
210,스마트폰,주변기기,인천,18,527114.0,9488052.0,2024-07-28 00:00:00
211,키보드,주변기기,부산,13,678105.0,8815365.0,2024-07-29 00:00:00
212,카메라,전자제품,서울,10,871287.0,8712870.0,2024-07-30 00:00:00
213,프린터,주변기기,광주,5,646596.0,3232980.0,2024-07-31 00:00:00
214,모니터,전자제품,대구,16,923136.0,14770176.0,2024-08-01 00:00:00
215,마우스,전자제품,인천,17,658719.0,11198223.0,2024-08-02 00:00:00
216,모니터,가전,부산,11,242363.0,2665993.0,2024-08-03 00:00:00
217,스마트폰,주변기기,인천,11,631490.0,6946390.0,2024-08-04 00:00:00
218,프린터,주변기기,광주,16,330443.0,5287088.0,2024-08-05 00:00:00
219,프린터,전자제품,부산,11,568037.0,6248407.0,2024-08-06 00:00:00
220,태블릿,주변기기,대구,4,265637.0,1062548.0,2024-08-07 00:00:00
221,노트북,주변기기,대구,13,195444.0,2540772.0,2024-08-08 00:00:00
222,노트북,주변기기,부산,9,686697.0,6180273.0,2024-08-09 00:00:00
223,스마트폰,가전,대구,2,660322.0,1320644.0,2024-08-10 00:00:00
224,카메라,주변기기,대구,8,843286.0,6746288.0,2024-08-11 00:00:00
225,프린터,전자제품,대구,12,40349.0,484188.0,2024-08-12 00:00:00
226,스마트폰,주변기기,부산,17,964369.0,16394273.0,2024-08-13 00:00:00
227,마우스,주변기기,광주,15,329327.0,4939905.0,2024-08-14 00:00:00
228,헤드폰,주변기기,서울,10,723050.0,7230500.0,2024-08-15 00:00:00
229,마우스,주변기기,광주,18,238965.0,4301370.0,2024-08-16 00:00:00
230,모니터,주변기기,부산,10,242343.0,2423430.0,2024-08-17 00:00:00
231,카메라,전자제품,인천,4,992248.0,3968992.0,2024-08-18 00:00:00
232,헤드폰,전자제품,대구,4,219690.0,878760.0,2024-08-19 00:00:00
233,키보드,가전,대구,18,514960.0,9269280.0,2024-08-20 00:00:00
234,헤드폰,주변기기,대구,7,366654.0,2566578.0,2024-08-21 00:00:00
235,헤드폰,가전,대구,4,128024.0,512096.0,2024-08-22 00:00:00
236,마우스,주변기기,대구,19,605714.0,11508566.0,2024-08-23 00:00:00
237,프린터,주변기기,인천,9,551975.0,4967775.0,2024-08-24 00:00:00
238,모니터,주변기기,인천,4,232623.0,930492.0,2024-08-25 00:00:00
239,마우스,주변기기,서울,12,653783.0,7845396.0,2024-08-26 00:00:00
240,노트북,주변기기,인천,2,868103.0,1736206.0,2024-08-27 00:00:00
241,태블릿,가전,서울,5,383483.0,1917415.0,2024-08-28 00:00:00
242,헤드폰,전자제품,인천,2,107929.0,215858.0,2024-08-29 00:00:00
243,노트북,가전,서울,5,952895.0,4764475.0,2024-08-30 00:00:00
244,키보드,전자제품,대구,4,52561.0,210244.0,2024-08-31 00:00:00
245,프린터,전자제품,서울,15,352364.0,5285460.0,2024-09-01 00:00:00
246,스마트폰,전자제품,부산,12,853158.0,10237896.0,2024-09-02 00:00:00
247,스캐너,전자제품,서울,11,423219.0,4655409.0,2024-09-03 00:00:00
248,모니터,가전,서울,18,212198.0,3819564.0,2024-09-04 00:00:00
249,스캐너,주변기기,인천,13,825721.0,10734373.0,2024-09-05 00:00:00
250,스캐너,주변기기,인천,1,234812.0,234812.0,2024-09-06 00:00:00
251,스캐너,전자제품,부산,6,684350.0,4106100.0,2024-09-07 00:00:00
252,헤드폰,전자제품,인천,2,974233.0,1948466.0,2024-09-08 00:00:00
253,카메라,전자제품,인천,6,466538.0,2799228.0,2024-09-09 00:00:00
254,노트북,전자제품,대구,14,677848.0,9489872.0,2024-09-10 00:00:00
255,키보드,전자제품,부산,15,233225.0,3498375.0,2024-09-11 00:00:00
256,헤드폰,주변기기,서울,9,954450.0,8590050.0,2024-09-12 00:00:00
257,헤드폰,가전,부산,5,642905.0,3214525.0,2024-09-13 00:00:00
258,프린터,주변기기,인천,9,947001.0,8523009.0,2024-09-14 00:00:00
259,키보드,주변기기,광주,6,636846.0,3821076.0,2024-09-15 00:00:00
260,프린터,가전,인천,11,328151.0,3609661.0,2024-09-16 00:00:00
261,프린터,전자제품,인천,17,211349.0,3592933.0,2024-09-17 00:00:00
262,카메라,주변기기,인천,16,18136.0,290176.0,2024-09-18 00:00:00
263,헤드폰,주변기기,대구,6,583158.0,3498948.0,2024-09-19 00:00:00
264,카메라,가전,인천,10,727707.0,7277070.0,2024-09-20 00:00:00
265,스마트폰,가전,대구,5,889534.0,4447670.0,2024-09-21 00:00:00
266,헤드폰,전자제품,부산,18,499061.0,8983098.0,2024-09-22 00:00:00
267,마우스,주변기기,부산,11,384653.0,4231183.0,2024-09-23 00:00:00
268,태블릿,주변기기,부산,15,607899.0,9118485.0,2024-09-24 00:00:00
269,스마트폰,주변기기,부산,3,735946.0,2207838.0,2024-09-25 00:00:00
270,헤드폰,전자제품,부산,3,974375.0,2923125.0,2024-09-26 00:00:00
271,카메라,주변기기,서울,13,564264.0,7335432.0,2024-09-27 00:00:00
272,태블릿,전자제품,부산,20,964856.0,19297120.0,2024-09-28 00:00:00
273,스마트폰,주변기기,광주,17,180910.0,3075470.0,2024-09-29 00:00:00
274,카메라,주변기기,부산,19,901537.0,17129203.0,2024-09-30 00:00:00
275,태블릿,전자제품,부산,18,203581.0,3664458.0,2024-10-01 00:00:00
276,헤드폰,전자제품,대구,19,13360.0,253840.0,2024-10-02 00:00:00
277,프린터,전자제품,인천,8,124079.0,992632.0,2024-10-03 00:00:00
278,태블릿,주변기기,부산,9,473898.0,4265082.0,2024-10-04 00:00:00
279,헤드폰,전자제품,서울,9,833701.0,7503309.0,2024-10-05 00:00:00
280,헤드폰,가전,부산,10,318825.0,3188250.0,2024-10-06 00:00:00
281,태블릿,가전,광주,11,303609.0,3339699.0,2024-10-07 00:00:00
282,헤드폰,가전,인천,13,995456.0,12940928.0,2024-10-08 00:00:00
283,키보드,주변기기,서울,18,35257.0,634626.0,2024-10-09 00:00:00
284,태블릿,주변기기,광주,2,762998.0,1525996.0,2024-10-10 00:00:00
285,카메라,전자제품,부산,3,185228.0,555684.0,2024-10-11 00:00:00
286,모니터,주변기기,대구,7,289319.0,2025233.0,2024-10-12 00:00:00
287,키보드,주변기기,광주,7,861710.0,6031970.0,2024-10-13 00:00:00
288,프린터,가전,서울,17,185100.0,3146700.0,2024-10-14 00:00:00
289,스마트폰,주변기기,대구,12,592756.0,7113072.0,2024-10-15 00:00:00
290,카메라,주변기기,광주,4,241721.0,966884.0,2024-10-16 00:00:00
291,태블릿,주변기기,대구,12,490970.0,5891640.0,2024-10-17 00:00:00
292,키보드,가전,서울,20,503736.0,10074720.0,2024-10-18 00:00:00
293,노트북,주변기기,인천,17,729824.0,12407008.0,2024-10-19 00:00:00
294,스마트폰,주변기기,대구,7,842501.0,5897507.0,2024-10-20 00:00:00
295,스마트폰,주변기기,부산,3,569209.0,1707627.0,2024-10-21 00:00:00
296,헤드폰,전자제품,인천,8,316733.0,2533864.0,2024-10-22 00:00:00
297,마우스,전자제품,부산,12,832152.0,9985824.0,2024-10-23 00:00:00
298,카메라,주변기기,부산,15,617788.0,9266820.0,2024-10-24 00:00:00
299,프린터,주변기기,서울,13,456336.0,5932368.0,2024-10-25 00:00:00
300,키보드,주변기기,부산,10,667128.0,6671280.0,2024-10-26 00:00:00
301,태블릿,전자제품,인천,17,880341.0,14965797.0,2024-10-27 00:00:00
302,프린터,전자제품,인천,6,760194.0,4561164.0,2024-10-28 00:00:00
303,키보드,전자제품,인천,13,899769.0,11696997.0,2024-10-29 00:00:00
304,헤드폰,주변기기,대구,8,356934.0,2855472.0,2024-10-30 00:00:00
305,마우스,전자제품,대구,16,869031.0,13904496.0,2024-10-31 00:00:00
306,노트북,주변기기,대구,1,960305.0,960305.0,2024-11-01 00:00:00
307,태블릿,가전,서울,9,534798.0,4813182.0,2024-11-02 00:00:00
308,태블릿,주변기기,인천,19,263644.0,5009236.0,2024-11-03 00:00:00
309,스마트폰,주변기기,광주,3,79227.0,237681.0,2024-11-04 00:00:00
310,프린터,주변기기,대구,3,869348.0,2608044.0,2024-11-05 00:00:00
311,모니터,가전,광주,11,834424.0,9178664.0,2024-11-06 00:00:00
312,헤드폰,주변기기,대구,11,930627.0,10236897.0,2024-11-07 00:00:00
313,노트북,주변기기,인천,7,76997.0,538979.0,2024-11-08 00:00:00
314,스캐너,전자제품,서울,5,779351.0,3896755.0,2024-11-09 00:00:00
315,태블릿,전자제품,부산,16,724679.0,11594864.0,2024-11-10 00:00:00
316,카메라,가전,광주,12,546926.0,6563112.0,2024-11-11 00:00:00
317,모니터,주변기기,대구,7,475250.0,3326750.0,2024-11-12 00:00:00
318,프린터,주변기기,대구,20,947906.0,18958120.0,2024-11-13 00:00:00
319,태블릿,주변기기,인천,12,795337.0,9544044.0,2024-11-14 00:00:00
320,모니터,주변기기,인천,12,371997.0,4463964.0,2024-11-15 00:00:00
321,모니터,주변기기,인천,4,27003.0,108012.0,2024-11-16 00:00:00
322,마우스,주변기기,부산,9,271841.0,2446569.0,2024-11-17 00:00:00
323,헤드폰,가전,인천,17,859823.0,14616991.0,2024-11-18 00:00:00
324,스마트폰,주변기기,대구,10,539292.0,5392920.0,2024-11-19 00:00:00
325,모니터,가전,대구,6,106126.0,636756.0,2024-11-20 00:00:00
326,프린터,전자제품,인천,4,254105.0,1016420.0,2024-11-21 00:00:00
327,모니터,주변기기,부산,15,583968.0,8759520.0,2024-11-22 00:00:00
328,노트북,주변기기,광주,18,852688.0,15348384.0,2024-11-23 00:00:00
329,태블릿,가전,서울,13,315167.0,4097171.0,2024-11-24 00:00:00
330,스마트폰,주변기기,부산,11,394657.0,4341227.0,2024-11-25 00:00:00
331,키보드,주변기기,대구,9,111097.0,999873.0,2024-11-26 00:00:00
332,프린터,전자제품,인천,1,938290.0,938290.0,2024-11-27 00:00:00
333,노트북,주변기기,대구,19,804583.0,15287077.0,2024-11-28 00:00:00
334,키보드,가전,대구,13,147573.0,1918449.0,2024-11-29 00:00:00
335,프린터,전자제품,서울,11,816117.0,8977287.0,2024-11-30 00:00:00
336,태블릿,주변기기,대구,11,749252.0,8241772.0,2024-12-01 00:00:00
337,키보드,전자제품,서울,4,897236.0,3588944.0,2024-12-02 00:00:00
338,노트북,주변기기,부산,19,426487.0,8103253.0,2024-12-03 00:00:00
339,스마트폰,전자제품,광주,18,961178.0,17301204.0,2024-12-04 00:00:00
340,마우스,가전,대구,8,326379.0,2611032.0,2024-12-05 00:00:00
341,태블릿,주변기기,대구,18,220541.0,3969738.0,2024-12-06 00:00:00
342,스마트폰,가전,부산,10,783589.0,7835890.0,2024-12-07 00:00:00
343,카메라,가전,부산,11,463534.0,5098874.0,2024-12-08 00:00:00
344,스캐너,가전,인천,12,442792.0,5313504.0,2024-12-09 00:00:00
345,마우스,가전,인천,2,695035.0,1390070.0,2024-12-10 00:00:00
346,스캐너,주변기기,인천,5,650708.0,3253540.0,2024-12-11 00:00:00
347,노트북,전자제품,인천,6,777252.0,4663512.0,2024-12-12 00:00:00
348,마우스,가전,광주,18,652801.0,11750418.0,2024-12-13 00:00:00
349,마우스,주변기기,대구,18,777234.0,13990212.0,2024-12-14 00:00:00
